model,dataset,method,applicable,risk,coverage,utility,native_utility,token_multiplier,source_path,csv_data_row_1based,raw_record_binding
GPT-OSS 120B,BFCL V1,AlignScore,False,,,,,1.16,14_artifacts/manuscript_stack/data/cell_metrics.csv,45,NOT_RETAINED
GPT-OSS 120B,BFCL V1,QAFactEval,False,,,,,1.21,14_artifacts/manuscript_stack/data/cell_metrics.csv,46,NOT_RETAINED
GPT-OSS 120B,BFCL V1,CMVO,True,12.16041202051998,83.0755213776008,88.12701523036019,84.2439809067461,1.3,14_artifacts/manuscript_stack/data/cell_metrics.csv,47,NOT_RETAINED
GPT-OSS 120B,BFCL V1,SignalMatchedFusion,True,10.53337544077456,83.30512657215819,88.70990962615016,84.60316693087103,1.39,14_artifacts/manuscript_stack/data/cell_metrics.csv,48,NOT_RETAINED
GPT-OSS 120B,BFCL V1,PCG-MAS,True,8.743381302131656,82.79975866842696,88.44073164141474,86.65753597850288,1.56,14_artifacts/manuscript_stack/data/cell_metrics.csv,49,NOT_RETAINED
GPT-OSS 120B,AgentDojo,NoCert,True,18.07461009745783,92.79150531680767,84.6736540458913,85.4109434589376,1.0,14_artifacts/manuscript_stack/data/cell_metrics.csv,50,NOT_RETAINED
GPT-OSS 120B,AgentDojo,MiniCheck,False,,,,,1.12,14_artifacts/manuscript_stack/data/cell_metrics.csv,51,NOT_RETAINED
GPT-OSS 120B,AgentDojo,AlignScore,False,,,,,1.16,14_artifacts/manuscript_stack/data/cell_metrics.csv,52,NOT_RETAINED
GPT-OSS 120B,AgentDojo,QAFactEval,False,,,,,1.21,14_artifacts/manuscript_stack/data/cell_metrics.csv,53,NOT_RETAINED
GPT-OSS 120B,AgentDojo,CMVO,True,12.98085051607137,84.59084974487739,88.8576531655456,85.1081929230162,1.3,14_artifacts/manuscript_stack/data/cell_metrics.csv,54,NOT_RETAINED
GPT-OSS 120B,AgentDojo,SignalMatchedFusion,True,12.512435143864026,83.14616396602725,87.20147462145769,83.46755237999194,1.39,14_artifacts/manuscript_stack/data/cell_metrics.csv,55,NOT_RETAINED
GPT-OSS 120B,AgentDojo,PCG-MAS,True,9.541654580674322,79.9466997167433,87.90068207814427,86.19674112793106,1.56,14_artifacts/manuscript_stack/data/cell_metrics.csv,56,NOT_RETAINED
Qwen 3.8 27B,FEVER,NoCert,True,14.538816136546739,90.98563570472403,88.06586012638978,84.02072798463257,1.0,14_artifacts/manuscript_stack/data/cell_metrics.csv,57,NOT_RETAINED
Qwen 3.8 27B,FEVER,MiniCheck,True,11.618633392994564,86.72207420300407,86.44248395011427,84.5100742315469,1.12,14_artifacts/manuscript_stack/data/cell_metrics.csv,58,NOT_RETAINED
Qwen 3.8 27B,FEVER,AlignScore,True,11.141888366486665,86.15228730301752,86.84831010032293,82.02794764346626,1.16,14_artifacts/manuscript_stack/data/cell_metrics.csv,59,NOT_RETAINED
Qwen 3.8 27B,FEVER,QAFactEval,True,11.19840030851031,89.54015757501503,87.10639384732917,84.51240842694551,1.21,14_artifacts/manuscript_stack/data/cell_metrics.csv,60,NOT_RETAINED
Qwen 3.8 27B,FEVER,CMVO,True,9.990708309964972,85.74033945286918,88.34551450625203,87.92062482354919,1.3,14_artifacts/manuscript_stack/data/cell_metrics.csv,61,NOT_RETAINED
Qwen 3.8 27B,FEVER,SignalMatchedFusion,True,9.63105652925931,84.26684343738428,88.14006500034603,85.86862251331293,1.39,14_artifacts/manuscript_stack/data/cell_metrics.csv,62,NOT_RETAINED
Qwen 3.8 27B,FEVER,PCG-MAS,True,7.75596919308984,81.70292851257484,87.1669976681644,84.28962786862158,1.56,14_artifacts/manuscript_stack/data/cell_metrics.csv,63,NOT_RETAINED
Qwen 3.8 27B,HotpotQA,NoCert,True,18.34423109088819,94.62951726037208,85.5781627454994,83.77412431540516,1.0,14_artifacts/manuscript_stack/data/cell_metrics.csv,64,NOT_RETAINED
Qwen 3.8 27B,HotpotQA,MiniCheck,True,14.602240785144968,87.94228748983387,86.63400346160952,85.01648696894836,1.12,14_artifacts/manuscript_stack/data/cell_metrics.csv,65,NOT_RETAINED
Qwen 3.8 27B,HotpotQA,AlignScore,True,14.360818859039531,85.56259264585967,88.02408455481978,84.66621412470393,1.16,14_artifacts/manuscript_stack/data/cell_metrics.csv,66,NOT_RETAINED
Qwen 3.8 27B,HotpotQA,QAFactEval,True,15.46366373048529,89.08629520033713,85.47196265274572,85.24582193974499,1.21,14_artifacts/manuscript_stack/data/cell_metrics.csv,67,NOT_RETAINED
Qwen 3.8 27B,HotpotQA,CMVO,True,13.842024053065847,85.84887349837543,85.63936445013387,85.60122889194962,1.3,14_artifacts/manuscript_stack/data/cell_metrics.csv,68,NOT_RETAINED
Qwen 3.8 27B,HotpotQA,SignalMatchedFusion,True,12.910013513276471,84.46660993096306,88.21973441607048,84.49927303645947,1.39,14_artifacts/manuscript_stack/data/cell_metrics.csv,69,NOT_RETAINED
Qwen 3.8 27B,HotpotQA,PCG-MAS,True,11.683097871544085,83.42636715229858,87.3357760137057,83.81562465565132,1.56,14_artifacts/manuscript_stack/data/cell_metrics.csv,70,NOT_RETAINED
Qwen 3.8 27B,PubMedQA,NoCert,True,13.324747351860767,91.76741659934436,87.56455961352451,84.88964052900552,1.0,14_artifacts/manuscript_stack/data/cell_metrics.csv,71,NOT_RETAINED
Qwen 3.8 27B,PubMedQA,MiniCheck,True,10.219211806527431,87.94694987412542,88.47852642782955,86.22893780663432,1.12,14_artifacts/manuscript_stack/data/cell_metrics.csv,72,NOT_RETAINED
Qwen 3.8 27B,PubMedQA,AlignScore,True,9.453389277824844,89.42542116660239,86.88906529826859,88.2322791692299,1.16,14_artifacts/manuscript_stack/data/cell_metrics.csv,73,NOT_RETAINED
Qwen 3.8 27B,PubMedQA,QAFactEval,True,9.42534440480543,86.16334693103923,88.80908400374533,84.43203013163242,1.21,14_artifacts/manuscript_stack/data/cell_metrics.csv,74,NOT_RETAINED
Qwen 3.8 27B,PubMedQA,CMVO,True,8.263446289733517,84.60852022670062,87.86981485882824,86.63550681562297,1.3,14_artifacts/manuscript_stack/data/cell_metrics.csv,75,NOT_RETAINED
Qwen 3.8 27B,PubMedQA,SignalMatchedFusion,True,7.860972205973048,83.26679555290242,90.63350883510958,85.86923183753788,1.39,14_artifacts/manuscript_stack/data/cell_metrics.csv,76,NOT_RETAINED
Qwen 3.8 27B,PubMedQA,PCG-MAS,True,6.059157089204106,81.43270586180302,88.84765699512825,87.00062294565518,1.56,14_artifacts/manuscript_stack/data/cell_metrics.csv,77,NOT_RETAINED
Qwen 3.8 27B,TAT-QA,NoCert,True,17.293179111227808,91.06075475944964,87.44066964525425,83.91176530623964,1.0,14_artifacts/manuscript_stack/data/cell_metrics.csv,78,NOT_RETAINED
Qwen 3.8 27B,TAT-QA,MiniCheck,True,13.97822058283702,87.13307745441762,87.16282074964202,84.77008591763193,1.12,14_artifacts/manuscript_stack/data/cell_metrics.csv,79,NOT_RETAINED
Qwen 3.8 27B,TAT-QA,AlignScore,True,13.4577593248996,86.10717346989706,87.01358134136531,84.26939342129998,1.16,14_artifacts/manuscript_stack/data/cell_metrics.csv,80,NOT_RETAINED
Qwen 3.8 27B,TAT-QA,QAFactEval,True,14.16295000458664,89.51161682281271,86.24038532833472,84.51916163396037,1.21,14_artifacts/manuscript_stack/data/cell_metrics.csv,81,NOT_RETAINED
Qwen 3.8 27B,TAT-QA,CMVO,True,12.913490703435,82.82420317218109,88.04116261367031,85.12262303370406,1.3,14_artifacts/manuscript_stack/data/cell_metrics.csv,82,NOT_RETAINED
Qwen 3.8 27B,TAT-QA,SignalMatchedFusion,True,11.56732056508226,82.93865377554633,86.56533164398336,86.18832064637697,1.39,14_artifacts/manuscript_stack/data/cell_metrics.csv,83,NOT_RETAINED
Qwen 3.8 27B,TAT-QA,PCG-MAS,True,10.046402033055992,82.01201415892102,87.21437663895918,85.25790625317619,1.56,14_artifacts/manuscript_stack/data/cell_metrics.csv,84,NOT_RETAINED
Qwen 3.8 27B,2Wiki,NoCert,True,19.433414576053266,93.45029875699426,84.76932510232176,82.81960706596301,1.0,14_artifacts/manuscript_stack/data/cell_metrics.csv,85,NOT_RETAINED
Qwen 3.8 27B,2Wiki,MiniCheck,True,15.250994983254545,86.6431640688443,86.23556916623036,84.94384142327714,1.12,14_artifacts/manuscript_stack/data/cell_metrics.csv,86,NOT_RETAINED
Qwen 3.8 27B,2Wiki,AlignScore,True,14.682675556987148,87.79781012519054,88.29030921385423,85.53914163127568,1.16,14_artifacts/manuscript_stack/data/cell_metrics.csv,87,NOT_RETAINED
Qwen 3.8 27B,2Wiki,QAFactEval,True,15.338288881153153,86.77935635274638,87.06704081615541,83.78152692846682,1.21,14_artifacts/manuscript_stack/data/cell_metrics.csv,88,NOT_RETAINED
Qwen 3.8 27B,2Wiki,CMVO,True,13.509422250348033,84.57098880931824,86.57944059014336,87.10943384215527,1.3,14_artifacts/manuscript_stack/data/cell_metrics.csv,89,NOT_RETAINED
Qwen 3.8 27B,2Wiki,SignalMatchedFusion,True,12.76383776409326,83.60930887441721,86.75720021871086,84.79072065010486,1.39,14_artifacts/manuscript_stack/data/cell_metrics.csv,90,NOT_RETAINED
Qwen 3.8 27B,2Wiki,PCG-MAS,True,12.337103829370609,82.93199211649102,87.79782693198187,83.42848903627525,1.56,14_artifacts/manuscript_stack/data/cell_metrics.csv,91,NOT_RETAINED
Qwen 3.8 27B,Mind2Web,NoCert,True,20.035361883417416,92.34633606239504,86.29336184042145,82.0457108517485,1.0,14_artifacts/manuscript_stack/data/cell_metrics.csv,92,NOT_RETAINED
Qwen 3.8 27B,Mind2Web,MiniCheck,False,,,,,1.12,14_artifacts/manuscript_stack/data/cell_metrics.csv,93,NOT_RETAINED
Qwen 3.8 27B,Mind2Web,AlignScore,False,,,,,1.16,14_artifacts/manuscript_stack/data/cell_metrics.csv,94,NOT_RETAINED
Qwen 3.8 27B,Mind2Web,QAFactEval,False,,,,,1.21,14_artifacts/manuscript_stack/data/cell_metrics.csv,95,NOT_RETAINED
Qwen 3.8 27B,Mind2Web,CMVO,True,14.761734548142694,84.13521859733913,86.9862383275767,83.80071779279861,1.3,14_artifacts/manuscript_stack/data/cell_metrics.csv,96,NOT_RETAINED
Qwen 3.8 27B,Mind2Web,SignalMatchedFusion,True,13.366108963325901,83.85174584439994,86.86868039048215,82.70904007881592,1.39,14_artifacts/manuscript_stack/data/cell_metrics.csv,97,NOT_RETAINED
Qwen 3.8 27B,Mind2Web,PCG-MAS,True,10.885418212148313,79.73528468446818,87.89444956652197,84.66989062226068,1.56,14_artifacts/manuscript_stack/data/cell_metrics.csv,98,NOT_RETAINED
Qwen 3.8 27B,BFCL V1,NoCert,True,18.165707571470985,90.55288217641706,85.47063285828057,84.0148171289838,1.0,14_artifacts/manuscript_stack/data/cell_metrics.csv,99,NOT_RETAINED
Qwen 3.8 27B,BFCL V1,MiniCheck,False,,,,,1.12,14_artifacts/manuscript_stack/data/cell_metrics.csv,100,NOT_RETAINED
Qwen 3.8 27B,BFCL V1,AlignScore,False,,,,,1.16,14_artifacts/manuscript_stack/data/cell_metrics.csv,101,NOT_RETAINED
Qwen 3.8 27B,BFCL V1,QAFactEval,False,,,,,1.21,14_artifacts/manuscript_stack/data/cell_metrics.csv,102,NOT_RETAINED
Qwen 3.8 27B,BFCL V1,CMVO,True,13.883214543932922,84.79875105450114,85.5576513475916,84.96721751274123,1.3,14_artifacts/manuscript_stack/data/cell_metrics.csv,103,NOT_RETAINED
Qwen 3.8 27B,BFCL V1,SignalMatchedFusion,True,12.482566168874392,83.76837102704795,87.16368822468141,84.81037046147601,1.39,14_artifacts/manuscript_stack/data/cell_metrics.csv,104,NOT_RETAINED
Qwen 3.8 27B,BFCL V1,PCG-MAS,True,10.064792397728123,81.73002352712452,89.6692157214955,84.95800197950811,1.56,14_artifacts/manuscript_stack/data/cell_metrics.csv,105,NOT_RETAINED
Qwen 3.8 27B,AgentDojo,NoCert,True,20.227289641568674,95.17946808118296,84.85896535914898,83.22889079057427,1.0,14_artifacts/manuscript_stack/data/cell_metrics.csv,106,NOT_RETAINED
Qwen 3.8 27B,AgentDojo,MiniCheck,False,,,,,1.12,14_artifacts/manuscript_stack/data/cell_metrics.csv,107,NOT_RETAINED
Qwen 3.8 27B,AgentDojo,AlignScore,False,,,,,1.16,14_artifacts/manuscript_stack/data/cell_metrics.csv,108,NOT_RETAINED
Qwen 3.8 27B,AgentDojo,QAFactEval,False,,,,,1.21,14_artifacts/manuscript_stack/data/cell_metrics.csv,109,NOT_RETAINED
Qwen 3.8 27B,AgentDojo,CMVO,True,14.801311215866388,83.56582042977988,85.33195189440485,83.43510706179508,1.3,14_artifacts/manuscript_stack/data/cell_metrics.csv,110,NOT_RETAINED
Qwen 3.8 27B,AgentDojo,SignalMatchedFusion,True,13.459247010450207,82.53911931512388,88.68631218067188,84.88206644300709,1.39,14_artifacts/manuscript_stack/data/cell_metrics.csv,111,NOT_RETAINED
Qwen 3.8 27B,AgentDojo,PCG-MAS,True,10.619062966864304,81.55849866123317,88.78775615203814,85.20647830240452,1.56,14_artifacts/manuscript_stack/data/cell_metrics.csv,112,NOT_RETAINED
Gemini 3.1 Flash-Lite,FEVER,NoCert,True,15.23193061204846,93.90688246746765,84.77932678478776,85.18024880844138,1.0,14_artifacts/manuscript_stack/data/cell_metrics.csv,113,NOT_RETAINED
Gemini 3.1 Flash-Lite,FEVER,MiniCheck,True,10.933831251915258,89.54916353594967,87.52763152989358,85.83901282625087,1.12,14_artifacts/manuscript_stack/data/cell_metrics.csv,114,NOT_RETAINED
Gemini 3.1 Flash-Lite,FEVER,AlignScore,True,10.514312214373126,88.0275246913544,88.67306997228322,85.76781977720371,1.16,14_artifacts/manuscript_stack/data/cell_metrics.csv,115,NOT_RETAINED
Gemini 3.1 Flash-Lite,FEVER,QAFactEval,True,11.85573026103785,87.63372223991459,87.59819148350982,84.8318701212627,1.21,14_artifacts/manuscript_stack/data/cell_metrics.csv,116,NOT_RETAINED
Gemini 3.1 Flash-Lite,FEVER,CMVO,True,8.99058329267733,84.44230704306027,89.15403563554436,86.32510202564667,1.3,14_artifacts/manuscript_stack/data/cell_metrics.csv,117,NOT_RETAINED
Gemini 3.1 Flash-Lite,FEVER,SignalMatchedFusion,True,8.361258482578272,85.84316665671228,88.1837126853161,84.43568658790205,1.39,14_artifacts/manuscript_stack/data/cell_metrics.csv,118,NOT_RETAINED
Gemini 3.1 Flash-Lite,FEVER,PCG-MAS,True,7.092128602064804,85.1624486766907,90.36070836685796,85.88752705000888,1.56,14_artifacts/manuscript_stack/data/cell_metrics.csv,119,NOT_RETAINED
Gemini 3.1 Flash-Lite,HotpotQA,NoCert,True,18.444916509278855,96.2745782564729,86.32374768859522,82.74490883864587,1.0,14_artifacts/manuscript_stack/data/cell_metrics.csv,120,NOT_RETAINED
Gemini 3.1 Flash-Lite,HotpotQA,MiniCheck,True,15.358580626862235,87.66854678051669,86.53957113960853,84.25698041444532,1.12,14_artifacts/manuscript_stack/data/cell_metrics.csv,121,NOT_RETAINED
Gemini 3.1 Flash-Lite,HotpotQA,AlignScore,True,14.6923765863439,88.26670111902789,87.58471579168882,83.05565401792637,1.16,14_artifacts/manuscript_stack/data/cell_metrics.csv,122,NOT_RETAINED
Gemini 3.1 Flash-Lite,HotpotQA,QAFactEval,True,14.646387007999484,87.51120202235596,86.90403813395841,84.61213492691792,1.21,14_artifacts/manuscript_stack/data/cell_metrics.csv,123,NOT_RETAINED
Gemini 3.1 Flash-Lite,HotpotQA,CMVO,True,13.081527766722505,85.69714397161715,88.1325946526486,82.51032092667373,1.3,14_artifacts/manuscript_stack/data/cell_metrics.csv,124,NOT_RETAINED
Gemini 3.1 Flash-Lite,HotpotQA,SignalMatchedFusion,True,13.294977994165208,85.73049990693731,87.3378148001607,83.63001440009216,1.39,14_artifacts/manuscript_stack/data/cell_metrics.csv,125,NOT_RETAINED
Gemini 3.1 Flash-Lite,HotpotQA,PCG-MAS,True,11.490552942069016,85.02037065051127,87.71685445031008,86.37475696058961,1.56,14_artifacts/manuscript_stack/data/cell_metrics.csv,126,NOT_RETAINED
Gemini 3.1 Flash-Lite,PubMedQA,NoCert,True,12.160460600049003,95.22511438903581,86.97796212722875,85.67012253848718,1.0,14_artifacts/manuscript_stack/data/cell_metrics.csv,127,NOT_RETAINED
Gemini 3.1 Flash-Lite,PubMedQA,MiniCheck,True,9.416648600005777,88.5019429831862,89.28362783551536,86.13023106203813,1.12,14_artifacts/manuscript_stack/data/cell_metrics.csv,128,NOT_RETAINED
Gemini 3.1 Flash-Lite,PubMedQA,AlignScore,True,8.597934454142086,86.48330233766767,88.61297617007938,87.08549417732301,1.16,14_artifacts/manuscript_stack/data/cell_metrics.csv,129,NOT_RETAINED
Gemini 3.1 Flash-Lite,PubMedQA,QAFactEval,True,9.441422499341167,86.25322956369216,89.81108245538896,83.21286903021561,1.21,14_artifacts/manuscript_stack/data/cell_metrics.csv,130,NOT_RETAINED
Gemini 3.1 Flash-Lite,PubMedQA,CMVO,True,7.327824050689327,85.65584576361809,88.28825223847836,86.53237485367352,1.3,14_artifacts/manuscript_stack/data/cell_metrics.csv,131,NOT_RETAINED
Gemini 3.1 Flash-Lite,PubMedQA,SignalMatchedFusion,True,6.713311205677979,84.0210746391219,90.45306808551616,84.39131637262123,1.39,14_artifacts/manuscript_stack/data/cell_metrics.csv,132,NOT_RETAINED
Gemini 3.1 Flash-Lite,PubMedQA,PCG-MAS,True,4.753780588188441,83.19134531991155,90.07994230513955,87.33251690869812,1.56,14_artifacts/manuscript_stack/data/cell_metrics.csv,133,NOT_RETAINED
Gemini 3.1 Flash-Lite,TAT-QA,NoCert,True,16.701495381519948,92.653978611549,85.16796376452223,83.59407506435261,1.0,14_artifacts/manuscript_stack/data/cell_metrics.csv,134,NOT_RETAINED
Gemini 3.1 Flash-Lite,TAT-QA,MiniCheck,True,13.07294568915439,88.18061567646312,89.35882403928059,83.30489386322513,1.12,14_artifacts/manuscript_stack/data/cell_metrics.csv,135,NOT_RETAINED
Gemini 3.1 Flash-Lite,TAT-QA,AlignScore,True,12.8000235086836,85.38027862985483,87.99262668143534,84.98919612255712,1.16,14_artifacts/manuscript_stack/data/cell_metrics.csv,136,NOT_RETAINED
Gemini 3.1 Flash-Lite,TAT-QA,QAFactEval,True,13.05930325513199,87.97023559202758,88.08632445156768,84.60845970923504,1.21,14_artifacts/manuscript_stack/data/cell_metrics.csv,137,NOT_RETAINED
Gemini 3.1 Flash-Lite,TAT-QA,CMVO,True,11.68616231346263,85.54815810093118,88.84829867363095,85.82442114268065,1.3,14_artifacts/manuscript_stack/data/cell_metrics.csv,138,NOT_RETAINED
Gemini 3.1 Flash-Lite,TAT-QA,SignalMatchedFusion,True,10.296491650058728,86.9868973061358,89.55065064806585,83.19531605432552,1.39,14_artifacts/manuscript_stack/data/cell_metrics.csv,139,NOT_RETAINED
