source_path,data_row_1based,field,stored_value,source_sha256,manuscript_artifact_binding,raw_observation_binding
14_artifacts/manuscript_stack/data/ablation_samples.csv,18,risk_increase_pp,0.002080371870149208,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,19,risk_increase_pp,0.4951185818162537,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,20,risk_increase_pp,0.8828790389977684,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,21,risk_increase_pp,-0.6645145954991708,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,22,risk_increase_pp,0.2849977129038603,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,23,risk_increase_pp,0.5451943934267474,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,24,risk_increase_pp,1.5114098244131382,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,25,risk_increase_pp,-0.16999131538896234,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,26,risk_increase_pp,0.6535891874689096,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,27,risk_increase_pp,0.8205156073763953,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,28,risk_increase_pp,1.5816840578732343,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,29,risk_increase_pp,-0.0037572946270643835,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,30,risk_increase_pp,-0.6966381025460032,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,31,risk_increase_pp,-0.8370987865155375,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,32,risk_increase_pp,-0.5020145689396968,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,33,risk_increase_pp,-0.3491775777764428,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,34,risk_increase_pp,-0.9198045142425637,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,35,risk_increase_pp,-0.2320702300534936,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,36,risk_increase_pp,-0.11996424463024963,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,37,risk_increase_pp,-0.8918916745738219,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,38,risk_increase_pp,-0.1689831372410796,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,39,risk_increase_pp,1.4540988831057962,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,40,risk_increase_pp,-0.10066432108998767,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,41,risk_increase_pp,-0.7209035830411732,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,42,risk_increase_pp,1.0403007603014875,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,43,risk_increase_pp,-1.14606938833978,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,44,risk_increase_pp,1.32752069801633,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,45,risk_increase_pp,0.8531336326866461,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,46,risk_increase_pp,-0.2653471920491895,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,47,risk_increase_pp,-0.4026673901297007,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,48,risk_increase_pp,0.36056651101482706,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,49,risk_increase_pp,0.504960857842702,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,50,risk_increase_pp,0.2545392477769356,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,51,risk_increase_pp,0.7944393466887696,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,52,risk_increase_pp,0.11122747415873568,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,53,risk_increase_pp,-1.06682268301633,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,54,risk_increase_pp,-1.2398788647309953,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,55,risk_increase_pp,-0.03933388847426033,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,56,risk_increase_pp,-0.337511110411164,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,57,risk_increase_pp,-0.7379311033737023,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,58,risk_increase_pp,0.5871396749917122,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,59,risk_increase_pp,-0.6997518064224968,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,60,risk_increase_pp,-0.6341969731097229,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,61,risk_increase_pp,0.6490262450541522,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,62,risk_increase_pp,-0.37555035079665855,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,63,risk_increase_pp,0.11075668051018006,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,64,risk_increase_pp,0.3759784577029232,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,65,risk_increase_pp,-0.684275490411401,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,66,risk_increase_pp,0.46325781133845817,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,67,risk_increase_pp,0.5954025091659929,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,68,risk_increase_pp,0.42009285240838434,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,69,risk_increase_pp,-0.9566597643585516,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,70,risk_increase_pp,0.656748092016277,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,71,risk_increase_pp,-1.0251335541611974,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,72,risk_increase_pp,1.5592684329163466,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,73,risk_increase_pp,0.35328783858115737,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,74,risk_increase_pp,1.033017797944849,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,75,risk_increase_pp,1.1343623282536348,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,76,risk_increase_pp,1.0939590392525338,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,77,risk_increase_pp,0.7250729999660195,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,78,risk_increase_pp,-0.2376826370286224,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,79,risk_increase_pp,-1.11858087683606,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,80,risk_increase_pp,-0.9432096423968181,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,81,risk_increase_pp,0.6890151458492313,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,82,risk_increase_pp,-0.024934136181839848,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,83,risk_increase_pp,-0.405030125878427,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,84,risk_increase_pp,-0.3014541904752295,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,85,risk_increase_pp,0.04112933560140944,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,86,risk_increase_pp,-0.4174189889464384,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,87,risk_increase_pp,0.25294753982870355,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,88,risk_increase_pp,-0.7059806133547757,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,89,risk_increase_pp,0.18340573129400428,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,90,risk_increase_pp,-1.1885611821271114,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,91,risk_increase_pp,-1.5239258388855408,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,92,risk_increase_pp,-0.3029899928540648,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,93,risk_increase_pp,0.4171632329755004,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,94,risk_increase_pp,-1.3964482169231425,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,95,risk_increase_pp,1.370480783932085,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,96,risk_increase_pp,1.020568788859411,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,97,risk_increase_pp,0.6440207274770878,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,98,risk_increase_pp,-0.41152894654662986,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,99,risk_increase_pp,-0.26927574892863176,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,100,risk_increase_pp,0.031164808668222112,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,101,risk_increase_pp,0.783137097659544,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,102,risk_increase_pp,0.6465764499389434,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,103,risk_increase_pp,0.010039147095106291,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,104,risk_increase_pp,-0.016450068661509665,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,105,risk_increase_pp,-0.42898729248717915,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,106,risk_increase_pp,1.7637210921840594,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,107,risk_increase_pp,0.39181680197235624,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,108,risk_increase_pp,-0.860134254221989,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,109,risk_increase_pp,-1.2215512538019668,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,110,risk_increase_pp,0.5341283400210811,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,111,risk_increase_pp,1.1420518067509393,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,112,risk_increase_pp,-0.10005133331622203,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,113,risk_increase_pp,0.6436950483214234,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,114,risk_increase_pp,0.8895105389690718,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,115,risk_increase_pp,0.2248927972483088,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,116,risk_increase_pp,-0.7925265553889375,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,117,risk_increase_pp,1.0568777091272803,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,118,risk_increase_pp,0.48725489460775095,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
14_artifacts/manuscript_stack/data/ablation_samples.csv,119,risk_increase_pp,-0.5761345389011597,b7d2e0a912c5d4619bcc3a83827072c9b64c09a009ba567459f8658500cd665b,DATA_AUTHORITY_ONLY,NOT_RETAINED
