method,dataset,threshold_index,coverage,risk
MiniCheck,2Wiki,0.5833333333333333,77.50694146522189,15.515539564578924
MiniCheck,2Wiki,0.625,76.84416318954332,15.15598928100014
MiniCheck,2Wiki,0.6666666666666666,75.08227336967254,14.98243114622586
MiniCheck,2Wiki,0.7083333333333333,73.39848689124157,15.094940981609108
MiniCheck,2Wiki,0.75,72.31743279034902,14.79946465615513
MiniCheck,2Wiki,0.7916666666666666,70.15641346965698,14.305074263881577
MiniCheck,2Wiki,0.8333333333333333,68.79677567476229,14.394769609349959
MiniCheck,2Wiki,0.875,66.72217027407936,14.389379757982923
MiniCheck,2Wiki,0.9166666666666666,65.42251032046416,14.00946242792823
MiniCheck,2Wiki,0.9583333333333333,64.1045849905176,13.900454784799372
MiniCheck,2Wiki,1.0,63.076067831869786,14.275521193985366
MiniCheck,Mind2Web,0.0,99.20351652607381,21.84392427400122
MiniCheck,Mind2Web,0.041666666666666664,96.83822382462242,21.3109115864407
MiniCheck,Mind2Web,0.08333333333333333,96.29026346554066,21.190461505970646
MiniCheck,Mind2Web,0.125,93.65765664678625,20.78917477689917
MiniCheck,Mind2Web,0.16666666666666666,92.86413656740872,20.563858404056937
MiniCheck,Mind2Web,0.20833333333333331,91.69646177549154,20.224207392231424
MiniCheck,Mind2Web,0.25,89.77562898569002,20.219958227180033
MiniCheck,Mind2Web,0.29166666666666663,88.2294943202668,19.618630260326395
MiniCheck,Mind2Web,0.3333333333333333,86.46880447325363,18.972061458729083
MiniCheck,Mind2Web,0.375,85.01092700834862,18.71977675187592
MiniCheck,Mind2Web,0.41666666666666663,83.95906677688555,18.712453179441223
MiniCheck,Mind2Web,0.4583333333333333,82.67278358316163,18.127072399572203
MiniCheck,Mind2Web,0.5,80.92375946381506,18.071131809227076
MiniCheck,Mind2Web,0.5416666666666666,78.44112369046877,17.671029573109784
MiniCheck,Mind2Web,0.5833333333333333,78.1083728787323,17.634808656749403
MiniCheck,Mind2Web,0.625,76.574024964488,17.071987487888133
MiniCheck,Mind2Web,0.6666666666666666,75.5580634611576,16.93882535479556
MiniCheck,Mind2Web,0.7083333333333333,73.2393243543848,16.818986275395243
MiniCheck,Mind2Web,0.75,71.56113045553253,16.63756266541864
MiniCheck,Mind2Web,0.7916666666666666,70.64300082117781,16.3829624547808
MiniCheck,Mind2Web,0.8333333333333333,68.48587474966308,16.383381881217613
MiniCheck,Mind2Web,0.875,67.95409042498932,16.035805482448062
MiniCheck,Mind2Web,0.9166666666666666,65.84053449827628,16.065884348115866
MiniCheck,Mind2Web,0.9583333333333333,64.75811691902607,16.015198127878566
MiniCheck,Mind2Web,1.0,63.673319487316434,16.0552094131666
MiniCheck,BFCL V1,0.0,99.24904469294482,20.45396965469346
MiniCheck,BFCL V1,0.041666666666666664,97.88533689236063,20.14489261521053
MiniCheck,BFCL V1,0.08333333333333333,95.74733708636447,19.2694192926192
MiniCheck,BFCL V1,0.125,94.4778102603384,19.29076930953714
MiniCheck,BFCL V1,0.16666666666666666,93.39861539284044,18.942871107530603
MiniCheck,BFCL V1,0.20833333333333331,91.77645954860775,18.51881802786163
MiniCheck,BFCL V1,0.25,89.57082411989032,18.07802570821111
MiniCheck,BFCL V1,0.29166666666666663,88.28964937847549,18.029709067355196
MiniCheck,BFCL V1,0.3333333333333333,86.53899198244092,18.114075737819395
MiniCheck,BFCL V1,0.375,85.81440987968519,17.73467478344235
MiniCheck,BFCL V1,0.41666666666666663,84.47626554263282,16.78716294256523
MiniCheck,BFCL V1,0.4583333333333333,82.46882968917367,16.566884835477435
MiniCheck,BFCL V1,0.5,80.64506736621306,16.196446356255386
MiniCheck,BFCL V1,0.5416666666666666,80.07016416775724,16.352046587900354
MiniCheck,BFCL V1,0.5833333333333333,78.55251200310157,15.761741065853276
MiniCheck,BFCL V1,0.625,76.19555843238318,15.756593028389737
MiniCheck,BFCL V1,0.6666666666666666,75.40055683583886,15.72564555682294
MiniCheck,BFCL V1,0.7083333333333333,73.32198331665333,15.426894239720045
MiniCheck,BFCL V1,0.75,72.07766273042753,15.18197898462229
MiniCheck,BFCL V1,0.7916666666666666,70.29523165843021,14.830655544420512
MiniCheck,BFCL V1,0.8333333333333333,69.00883007878564,14.600578441820925
MiniCheck,BFCL V1,0.875,67.48696089419968,15.092530923091648
MiniCheck,BFCL V1,0.9166666666666666,66.01725723061578,14.61928260183844
MiniCheck,BFCL V1,0.9583333333333333,64.01970045685104,14.404829717860151
MiniCheck,BFCL V1,1.0,62.70351115014131,14.172056547179224
MiniCheck,AgentDojo,0.0,98.55148347598849,22.668473437130494
MiniCheck,AgentDojo,0.041666666666666664,97.61358362843431,22.033163961160955
MiniCheck,AgentDojo,0.08333333333333333,95.7167673000711,21.439551909267106
MiniCheck,AgentDojo,0.125,94.72448160364975,21.4248051434466
MiniCheck,AgentDojo,0.16666666666666666,92.2470448631952,21.001048165310525
MiniCheck,AgentDojo,0.20833333333333331,91.27676858102356,20.946955196482463
MiniCheck,AgentDojo,0.25,89.39521477206098,20.30780064902578
MiniCheck,AgentDojo,0.29166666666666663,88.80076125155104,20.177705648266663
MiniCheck,AgentDojo,0.3333333333333333,87.81928524686975,19.748308995407683
MiniCheck,AgentDojo,0.375,85.41322010341516,19.759945827172537
MiniCheck,AgentDojo,0.41666666666666663,84.00857190003374,19.140260734893452
MiniCheck,AgentDojo,0.4583333333333333,82.79603820950516,18.970273921262013
MiniCheck,AgentDojo,0.5,80.34806733602292,18.73451084726428
MiniCheck,AgentDojo,0.5416666666666666,79.40369837100859,18.09406685015789
MiniCheck,AgentDojo,0.5833333333333333,77.50523190898839,17.984829727658934
MiniCheck,AgentDojo,0.625,76.75794698063682,17.841991912268433
MiniCheck,AgentDojo,0.6666666666666666,74.99249681236915,17.569200280349246
MiniCheck,AgentDojo,0.7083333333333333,72.90033589194411,17.4138866163033
MiniCheck,AgentDojo,0.75,71.31799912894756,17.10643048737201
MiniCheck,AgentDojo,0.7916666666666666,70.55471037403633,16.93138527341758
MiniCheck,AgentDojo,0.8333333333333333,68.60415514084582,16.863489493713658
MiniCheck,AgentDojo,0.875,67.27909698119234,16.674504197074388
MiniCheck,AgentDojo,0.9166666666666666,65.8797711792622,16.827982766789138
MiniCheck,AgentDojo,0.9583333333333333,64.68904993760924,16.21317744085204
MiniCheck,AgentDojo,1.0,62.78933416882756,16.45548983607615
AlignScore,FEVER,0.0,98.95787422127934,16.419259026949533
AlignScore,FEVER,0.041666666666666664,98.39616581305611,16.14508433807599
AlignScore,FEVER,0.08333333333333333,96.35126191910571,15.958136015577752
AlignScore,FEVER,0.125,94.75150014543652,15.504943760355385
AlignScore,FEVER,0.16666666666666666,93.53936290822517,14.886058960192894
AlignScore,FEVER,0.20833333333333331,91.5168295980309,14.527985992054282
AlignScore,FEVER,0.25,90.10556389100681,14.67373200507006
AlignScore,FEVER,0.29166666666666663,88.89229089530568,14.013702774783335
AlignScore,FEVER,0.3333333333333333,86.81491277231136,13.581777135825343
AlignScore,FEVER,0.375,85.91338282858236,13.715922165723832
AlignScore,FEVER,0.41666666666666663,84.04610391492258,13.208863538395715
AlignScore,FEVER,0.4583333333333333,82.37217820844076,12.565983876436617
AlignScore,FEVER,0.5,81.42997112077339,12.61032265963507
AlignScore,FEVER,0.5416666666666666,79.84571706981238,12.042622756237312
AlignScore,FEVER,0.5833333333333333,78.44830689786052,12.016073725456662
AlignScore,FEVER,0.625,76.51525185117545,11.466396696742027
AlignScore,FEVER,0.6666666666666666,74.78966864847409,11.534075831126374
AlignScore,FEVER,0.7083333333333333,73.38513140812152,11.172202429829685
AlignScore,FEVER,0.75,71.69816071944913,10.933474118930182
AlignScore,FEVER,0.7916666666666666,70.41946274670163,11.131203202878986
AlignScore,FEVER,0.8333333333333333,69.16549522558803,11.011650174940177
AlignScore,FEVER,0.875,68.15631607167572,10.716591286675943
AlignScore,FEVER,0.9166666666666666,65.88625838183461,10.699738107343588
AlignScore,FEVER,0.9583333333333333,64.94672912745855,10.329526781922848
AlignScore,FEVER,1.0,63.04454530128637,10.52731401326678
AlignScore,HotpotQA,0.0,99.4284159907754,20.30200482161177
AlignScore,HotpotQA,0.041666666666666664,97.81554949448375,19.745951990162833
AlignScore,HotpotQA,0.08333333333333333,96.00283787103658,19.48592672618174
AlignScore,HotpotQA,0.125,94.63300808578607,18.907947261771348
AlignScore,HotpotQA,0.16666666666666666,92.94700706461732,18.782821544401028
AlignScore,HotpotQA,0.20833333333333331,91.87836936211775,18.490665788639184
AlignScore,HotpotQA,0.25,90.37471346339268,18.09125054718658
AlignScore,HotpotQA,0.29166666666666663,88.70898082745317,17.820321145923852
AlignScore,HotpotQA,0.3333333333333333,87.72228421408653,17.089096495062954
AlignScore,HotpotQA,0.375,85.43069991450162,16.762149072904375
AlignScore,HotpotQA,0.41666666666666663,84.14568541843224,16.702322961633147
AlignScore,HotpotQA,0.4583333333333333,82.4522232654764,16.575992568532623
AlignScore,HotpotQA,0.5,81.17710978530747,16.417899767034
AlignScore,HotpotQA,0.5416666666666666,79.75987340507776,16.329832860758078
AlignScore,HotpotQA,0.5833333333333333,77.8822309444707,16.035771122573607
AlignScore,HotpotQA,0.625,76.3186649938506,15.6891386143512
AlignScore,HotpotQA,0.6666666666666666,75.10486988411196,15.702912507743624
AlignScore,HotpotQA,0.7083333333333333,73.74470323354153,15.244617222695748
AlignScore,HotpotQA,0.75,71.63786439019617,15.069088145549419
AlignScore,HotpotQA,0.7916666666666666,70.90678985456155,14.76716950285039
AlignScore,HotpotQA,0.8333333333333333,68.87297670224261,14.551886533623005
AlignScore,HotpotQA,0.875,67.5056701566457,14.872080626598821
AlignScore,HotpotQA,0.9166666666666666,66.52274100825404,14.60328776273389
AlignScore,HotpotQA,0.9583333333333333,65.1909157849877,14.15028747445193
AlignScore,HotpotQA,1.0,62.39101439419813,14.14219188279764
AlignScore,PubMedQA,0.0,99.1762144632609,15.02561161748926
AlignScore,PubMedQA,0.041666666666666664,97.57210710293343,14.723435300981436
AlignScore,PubMedQA,0.08333333333333333,96.25843161025942,14.26858074695315
AlignScore,PubMedQA,0.125,93.98088085561903,14.245621570533038
AlignScore,PubMedQA,0.16666666666666666,92.52422558493859,13.422714477551171
AlignScore,PubMedQA,0.20833333333333331,91.64023839975398,13.185971243567366
AlignScore,PubMedQA,0.25,90.41815682025009,12.662966740848184
AlignScore,PubMedQA,0.29166666666666663,88.12650439607475,12.826855264067142
AlignScore,PubMedQA,0.3333333333333333,86.76723504762718,12.377622781769213
AlignScore,PubMedQA,0.375,85.64820918406059,12.231659569971901
AlignScore,PubMedQA,0.41666666666666663,83.7524784770603,11.620565406861665
AlignScore,PubMedQA,0.4583333333333333,82.68664177014654,11.192227553078151
AlignScore,PubMedQA,0.5,81.1481306505192,11.31944208134148
AlignScore,PubMedQA,0.5416666666666666,79.75053535567801,10.756338484402747
AlignScore,PubMedQA,0.5833333333333333,78.29544895157223,10.528818525388015
AlignScore,PubMedQA,0.625,76.37960890516797,10.322618988073362
AlignScore,PubMedQA,0.6666666666666666,74.93484547126089,9.95437264781555
AlignScore,PubMedQA,0.7083333333333333,73.29120333129141,9.676971204059653
AlignScore,PubMedQA,0.75,71.9762529009444,9.750726698234878
AlignScore,PubMedQA,0.7916666666666666,71.16370122213665,9.764464870797534
AlignScore,PubMedQA,0.8333333333333333,68.47950677709358,9.716767917016817
AlignScore,PubMedQA,0.875,67.93817855526414,9.145853867487824
AlignScore,PubMedQA,0.9166666666666666,66.12730529646308,9.23818061559205
AlignScore,PubMedQA,0.9583333333333333,63.42264049333592,9.030870751429143
AlignScore,PubMedQA,1.0,63.18086645147869,8.889712288155026
AlignScore,TAT-QA,0.0,98.70353411731475,18.692232183638875
AlignScore,TAT-QA,0.041666666666666664,96.78290141556555,17.776914081356395
AlignScore,TAT-QA,0.08333333333333333,95.88871722083059,17.6080142142305
AlignScore,TAT-QA,0.125,94.69394741915752,17.28939534129469
AlignScore,TAT-QA,0.16666666666666666,93.18241368386362,16.873528030490228
AlignScore,TAT-QA,0.20833333333333331,92.10624362581711,16.767279160427474
AlignScore,TAT-QA,0.25,90.1308945460047,16.594717379533922
AlignScore,TAT-QA,0.29166666666666663,88.7505431772185,16.02873092951146
AlignScore,TAT-QA,0.3333333333333333,86.7276995106747,15.923496236408862
AlignScore,TAT-QA,0.375,85.02854835628204,15.619909623361982
AlignScore,TAT-QA,0.41666666666666663,84.0880719273477,14.80679648454232
AlignScore,TAT-QA,0.4583333333333333,82.55064929663197,15.159752728386685
AlignScore,TAT-QA,0.5,80.85135204117694,14.850799006007852
AlignScore,TAT-QA,0.5416666666666666,79.53724117381653,14.265553500495614
AlignScore,TAT-QA,0.5833333333333333,78.32019414749045,14.222065141316842
AlignScore,TAT-QA,0.625,76.50200893830117,13.842823876343804
AlignScore,TAT-QA,0.6666666666666666,74.9532404283547,13.862527169224208
AlignScore,TAT-QA,0.7083333333333333,74.14420864344422,13.657213368552718
AlignScore,TAT-QA,0.75,71.92609591118129,13.429723852643711
AlignScore,TAT-QA,0.7916666666666666,70.47333942855417,13.102140523076969
AlignScore,TAT-QA,0.8333333333333333,69.08922240870305,12.670837179376932
AlignScore,TAT-QA,0.875,67.02027834455309,12.789886581412965
AlignScore,TAT-QA,0.9166666666666666,66.01084196636775,12.811510878742109
AlignScore,TAT-QA,0.9583333333333333,64.90537233758228,12.694034349752231
AlignScore,TAT-QA,1.0,62.637614387007474,12.665531524168768
AlignScore,2Wiki,0.0,99.21494319882338,19.73123469762031
AlignScore,2Wiki,0.041666666666666664,97.40979626765588,19.10333363564546
AlignScore,2Wiki,0.08333333333333333,95.8122546336502,19.223966190275817
AlignScore,2Wiki,0.125,94.63438457388668,18.404187057872207
AlignScore,2Wiki,0.16666666666666666,92.23335604498837,18.083510614036157
AlignScore,2Wiki,0.20833333333333331,91.58444673866254,17.787564394088133
AlignScore,2Wiki,0.25,89.7418847281086,17.416501150999185
AlignScore,2Wiki,0.29166666666666663,88.36395489631192,17.14856036803474
AlignScore,2Wiki,0.3333333333333333,87.24195094179895,17.062629964023493
AlignScore,2Wiki,0.375,85.63528432085828,16.685887331748724
AlignScore,2Wiki,0.41666666666666663,83.4082709687142,15.989592740364593
AlignScore,2Wiki,0.4583333333333333,82.594609385187,15.957469229660992
AlignScore,2Wiki,0.5,80.99554925493044,15.742343528385852
AlignScore,2Wiki,0.5416666666666666,78.73677518346412,15.407999993882122
AlignScore,2Wiki,0.5833333333333333,78.75988083410238,15.430288273827392
AlignScore,2Wiki,0.625,75.82617180909496,15.072976048757592
AlignScore,2Wiki,0.6666666666666666,75.23872163758358,14.641815867481533
AlignScore,2Wiki,0.7083333333333333,73.58298894663984,14.490035746959874
AlignScore,2Wiki,0.75,71.51233152726232,14.16689624015927
AlignScore,2Wiki,0.7916666666666666,70.25693710044533,14.318276481243144
AlignScore,2Wiki,0.8333333333333333,69.12660204676632,13.950926714373459
AlignScore,2Wiki,0.875,67.25158950790002,14.061859289876393
AlignScore,2Wiki,0.9166666666666666,65.96195908794249,13.272985678802725
AlignScore,2Wiki,0.9583333333333333,64.51217869402893,13.731275116721507
AlignScore,2Wiki,1.0,62.61865654420196,13.859565556377689
AlignScore,Mind2Web,0.0,98.79861688391635,21.07024516690514
AlignScore,Mind2Web,0.041666666666666664,97.33843676365599,21.192932931259378
AlignScore,Mind2Web,0.08333333333333333,96.17334558821148,20.737927614379345
AlignScore,Mind2Web,0.125,94.84740036621699,20.010973334843182
AlignScore,Mind2Web,0.16666666666666666,93.00498085495796,19.824588881474924
AlignScore,Mind2Web,0.20833333333333331,91.28326432025023,19.800682096208998
AlignScore,Mind2Web,0.25,90.43687818871612,19.203292860817033
AlignScore,Mind2Web,0.29166666666666663,88.12724556509215,18.64627055608383
AlignScore,Mind2Web,0.3333333333333333,87.14738671288211,19.1142727936755
AlignScore,Mind2Web,0.375,85.44371574114057,18.302003985908204
AlignScore,Mind2Web,0.41666666666666663,84.04783610488558,18.346285684284698
AlignScore,Mind2Web,0.4583333333333333,82.50451454033637,17.966982819275557
AlignScore,Mind2Web,0.5,81.15990821687038,17.49363141913553
AlignScore,Mind2Web,0.5416666666666666,79.33979563100532,17.390636172672068
AlignScore,Mind2Web,0.5833333333333333,78.61341658823575,17.458192773284328
AlignScore,Mind2Web,0.625,76.27329936735312,16.88173656330201
AlignScore,Mind2Web,0.6666666666666666,74.82666919247957,16.15330892144406
AlignScore,Mind2Web,0.7083333333333333,73.35369760603257,16.402584900728773
AlignScore,Mind2Web,0.75,71.9611196647862,15.996270358846886
AlignScore,Mind2Web,0.7916666666666666,70.48856023658017,15.94582999844839
AlignScore,Mind2Web,0.8333333333333333,68.95764639542044,16.199926432785762
AlignScore,Mind2Web,0.875,67.58020149260679,15.732810167910145
AlignScore,Mind2Web,0.9166666666666666,66.55514592967752,15.119539346032171
AlignScore,Mind2Web,0.9583333333333333,64.74432593455687,15.621248623712765
AlignScore,Mind2Web,1.0,62.80157072962476,15.182020071449417
AlignScore,BFCL V1,0.0,98.85614865134906,19.696252440543102
AlignScore,BFCL V1,0.041666666666666664,97.27714884388402,19.508388902161638
AlignScore,BFCL V1,0.08333333333333333,96.05793577917036,19.256547180243622
AlignScore,BFCL V1,0.125,94.59097139015851,18.659217641920847
AlignScore,BFCL V1,0.16666666666666666,93.47129050825717,18.364120165340076
AlignScore,BFCL V1,0.20833333333333331,91.45757375618257,17.941518979176912
AlignScore,BFCL V1,0.25,90.02418207096495,17.871899745469115
AlignScore,BFCL V1,0.29166666666666663,88.58152445644646,17.30710641680887
AlignScore,BFCL V1,0.3333333333333333,86.3667608984595,16.95108759731697
AlignScore,BFCL V1,0.375,85.30225296569793,17.184107236352155
AlignScore,BFCL V1,0.41666666666666663,84.31262127003139,16.874806189983328
AlignScore,BFCL V1,0.4583333333333333,82.92176107107548,16.40650872477286
AlignScore,BFCL V1,0.5,80.53372719542968,16.296062655829466
AlignScore,BFCL V1,0.5416666666666666,79.98699623411372,15.93349043043397
AlignScore,BFCL V1,0.5833333333333333,78.23334629547564,15.343011650731345
AlignScore,BFCL V1,0.625,76.32399784925092,15.32733757281321
AlignScore,BFCL V1,0.6666666666666666,75.2945561487762,14.896487424302572
AlignScore,BFCL V1,0.7083333333333333,73.24787394835927,14.956850892298979
AlignScore,BFCL V1,0.75,72.09465621899392,14.29182680863741
AlignScore,BFCL V1,0.7916666666666666,70.6659213238223,14.581878300491908
AlignScore,BFCL V1,0.8333333333333333,68.91721523053138,14.606746970442531
AlignScore,BFCL V1,0.875,67.8146422056148,14.358331622270468
AlignScore,BFCL V1,0.9166666666666666,66.38008111816669,14.015771809850637
AlignScore,BFCL V1,0.9583333333333333,64.5441786143391,13.845113133475751
AlignScore,BFCL V1,1.0,63.122341370157976,13.813875178139607
AlignScore,AgentDojo,0.0,99.5594084104721,22.134577189373186
AlignScore,AgentDojo,0.041666666666666664,97.65437405520413,21.725579357109364
AlignScore,AgentDojo,0.08333333333333333,96.54272696257273,21.039720464719707
AlignScore,AgentDojo,0.125,94.24922780227676,21.121843605538082
AlignScore,AgentDojo,0.16666666666666666,92.84067032077677,20.509142488830303
AlignScore,AgentDojo,0.20833333333333331,91.18591176689797,20.065767382982422
AlignScore,AgentDojo,0.25,89.68965936359044,20.091095038052696
AlignScore,AgentDojo,0.29166666666666663,88.7511355208487,19.710987378055155
AlignScore,AgentDojo,0.3333333333333333,86.25960185781703,19.239790230233723
