variant,dataset,risk_increase_pp
Full PCG-MAS,HotpotQA,-0.019304497219838485
Full PCG-MAS,HotpotQA,0.9790984089638003
Full PCG-MAS,HotpotQA,-1.1038479508696817
Full PCG-MAS,HotpotQA,1.6948203328459934
Full PCG-MAS,HotpotQA,-0.35028875450400154
Full PCG-MAS,HotpotQA,0.36447560066130813
Full PCG-MAS,HotpotQA,-0.4456675725377175
Full PCG-MAS,HotpotQA,1.5551308697221384
Full PCG-MAS,HotpotQA,-0.09095497854745557
Full PCG-MAS,HotpotQA,0.1525104231245179
Full PCG-MAS,HotpotQA,0.08337415552276282
Full PCG-MAS,HotpotQA,0.45102872063837685
Full PCG-MAS,HotpotQA,0.5983805627414261
Full PCG-MAS,HotpotQA,0.8666983885155805
Full PCG-MAS,HotpotQA,-0.29388634263281554
Full PCG-MAS,HotpotQA,-0.4604372890128775
Full PCG-MAS,HotpotQA,0.40894849960840207
Full PCG-MAS,HotpotQA,0.04707472032668125
Full PCG-MAS,HotpotQA,0.17600276887548974
Full PCG-MAS,HotpotQA,0.07371586336087607
Full PCG-MAS,HotpotQA,0.4226591339776019
Full PCG-MAS,HotpotQA,-0.29505255380868634
Full PCG-MAS,HotpotQA,-0.6881701863633144
Full PCG-MAS,HotpotQA,1.0648793104561727
Full PCG-MAS,HotpotQA,1.0293451286326305
Full PCG-MAS,HotpotQA,0.2636951060993481
Full PCG-MAS,HotpotQA,0.4020447730957101
Full PCG-MAS,HotpotQA,0.1872911640989402
Full PCG-MAS,HotpotQA,-0.6858831258418759
Full PCG-MAS,HotpotQA,0.8231029343120031
Full PCG-MAS,HotpotQA,-0.10828184964478058
Full PCG-MAS,HotpotQA,0.39901084314571356
Full PCG-MAS,HotpotQA,-0.6128320207518886
Full PCG-MAS,HotpotQA,1.6207754956007425
Full PCG-MAS,HotpotQA,1.0649008271987497
Full PCG-MAS,HotpotQA,0.553393183454023
Full PCG-MAS,HotpotQA,0.24764385858031082
Full PCG-MAS,HotpotQA,0.04623036168148853
Full PCG-MAS,HotpotQA,-0.27836115353754975
Full PCG-MAS,HotpotQA,0.4899022309136952
Full PCG-MAS,HotpotQA,0.5123529965907059
Full PCG-MAS,HotpotQA,-0.3601089031902657
Full PCG-MAS,HotpotQA,0.16745347955251338
Full PCG-MAS,HotpotQA,-0.14636044571581938
Full PCG-MAS,HotpotQA,1.6210848555621227
Full PCG-MAS,HotpotQA,0.5009706782744909
Full PCG-MAS,HotpotQA,-0.9057212873601642
Full PCG-MAS,HotpotQA,1.0415026685447326
Full PCG-MAS,HotpotQA,1.1990174821988173
Full PCG-MAS,HotpotQA,1.015345046430879
Full PCG-MAS,HotpotQA,0.11534772531027221
Full PCG-MAS,HotpotQA,-0.45320591473738847
Full PCG-MAS,HotpotQA,0.34830830426148607
Full PCG-MAS,HotpotQA,1.6643285025996621
Full PCG-MAS,HotpotQA,0.5957627627764441
Full PCG-MAS,HotpotQA,0.41466554741866657
Full PCG-MAS,HotpotQA,1.056371735886832
Full PCG-MAS,HotpotQA,0.7768772422597249
Full PCG-MAS,HotpotQA,1.0192738089804436
Full PCG-MAS,HotpotQA,-0.7693045268373023
Full PCG-MAS,HotpotQA,-0.7773251807336549
Full PCG-MAS,HotpotQA,-0.6474188959559396
Full PCG-MAS,HotpotQA,0.04425575943541886
Full PCG-MAS,HotpotQA,0.565074563902278
Full PCG-MAS,HotpotQA,1.035612852711718
Full PCG-MAS,HotpotQA,0.08444701880741205
Full PCG-MAS,HotpotQA,0.13381581111324334
Full PCG-MAS,HotpotQA,0.8694953309094365
Full PCG-MAS,HotpotQA,0.11883845708524131
Full PCG-MAS,HotpotQA,-0.42715986424746244
Full PCG-MAS,HotpotQA,0.57934971787849
Full PCG-MAS,HotpotQA,1.6170778060691227
Full PCG-MAS,HotpotQA,0.4636200151942734
Full PCG-MAS,HotpotQA,1.4879597444303063
Full PCG-MAS,HotpotQA,1.075617284088425
Full PCG-MAS,HotpotQA,-0.5304897354016394
Full PCG-MAS,HotpotQA,1.1640351162215874
Full PCG-MAS,HotpotQA,-0.6827819932261247
Full PCG-MAS,HotpotQA,0.6716052298599603
Full PCG-MAS,HotpotQA,0.6959003870011351
Full PCG-MAS,HotpotQA,0.23909964842968465
Full PCG-MAS,HotpotQA,-0.3095154189752297
Full PCG-MAS,HotpotQA,0.7448411552119584
Full PCG-MAS,HotpotQA,2.7911104116248096
Full PCG-MAS,HotpotQA,-0.12057592958103638
Full PCG-MAS,PubMedQA,0.1621782671997407
Full PCG-MAS,PubMedQA,-0.2980873471178523
Full PCG-MAS,PubMedQA,-0.15666433992561107
Full PCG-MAS,PubMedQA,1.3645007457965967
Full PCG-MAS,PubMedQA,0.44544311936566805
Full PCG-MAS,PubMedQA,1.4332900326992704
Full PCG-MAS,PubMedQA,-0.38885045001013757
Full PCG-MAS,PubMedQA,1.4566239314243798
Full PCG-MAS,PubMedQA,2.1213865280293223
Full PCG-MAS,PubMedQA,-0.020748901667150155
Full PCG-MAS,PubMedQA,-1.4700431176823088
Full PCG-MAS,PubMedQA,0.8663417767161763
Full PCG-MAS,PubMedQA,0.7942815649323558
Full PCG-MAS,PubMedQA,0.34480749811032796
Full PCG-MAS,PubMedQA,0.6131434100638714
Full PCG-MAS,PubMedQA,0.19403075878429066
Full PCG-MAS,PubMedQA,-0.995258311569468
Full PCG-MAS,PubMedQA,1.0481388789341244
Full PCG-MAS,PubMedQA,-0.11199513799530242
Full PCG-MAS,PubMedQA,-0.21032453901469922
Full PCG-MAS,PubMedQA,-0.04605790056362541
Full PCG-MAS,PubMedQA,0.0577744096021654
Full PCG-MAS,PubMedQA,0.6543711768721343
Full PCG-MAS,PubMedQA,-0.0031528388860077583
Full PCG-MAS,PubMedQA,0.2114994014179939
Full PCG-MAS,PubMedQA,0.7648306596711558
Full PCG-MAS,PubMedQA,-1.0358786376713143
Full PCG-MAS,PubMedQA,0.9102735572590688
Full PCG-MAS,PubMedQA,0.6357185940080348
Full PCG-MAS,PubMedQA,-0.380184940369732
Full PCG-MAS,PubMedQA,-0.369018905188729
Full PCG-MAS,PubMedQA,-0.057083661484741144
Full PCG-MAS,PubMedQA,1.1639954784517657
Full PCG-MAS,PubMedQA,-0.2337954420042359
Full PCG-MAS,PubMedQA,0.27813192457827723
Full PCG-MAS,PubMedQA,0.7783588287850536
Full PCG-MAS,PubMedQA,0.11877177940056055
Full PCG-MAS,PubMedQA,0.14071101673545208
Full PCG-MAS,PubMedQA,1.1513320867025634
Full PCG-MAS,PubMedQA,-0.5418286291190297
Full PCG-MAS,PubMedQA,0.15930669080588292
Full PCG-MAS,PubMedQA,0.3318526466105333
Full PCG-MAS,PubMedQA,0.06854754838548002
Full PCG-MAS,PubMedQA,0.1612315346857663
Full PCG-MAS,PubMedQA,-0.7676566513910628
Full PCG-MAS,PubMedQA,1.078215327655327
Full PCG-MAS,PubMedQA,0.5664116621859041
Full PCG-MAS,PubMedQA,0.45378485948538627
Full PCG-MAS,PubMedQA,0.5131216816003159
Full PCG-MAS,PubMedQA,0.4927902320961329
Full PCG-MAS,PubMedQA,-0.6484890297710635
Full PCG-MAS,PubMedQA,0.546145102762398
Full PCG-MAS,PubMedQA,-1.0843053887428769
Full PCG-MAS,PubMedQA,0.8599546765800576
Full PCG-MAS,PubMedQA,0.5034267581838181
Full PCG-MAS,PubMedQA,-0.3535392127895804
Full PCG-MAS,PubMedQA,-0.6919288776572288
Full PCG-MAS,PubMedQA,-0.36734350969781054
Full PCG-MAS,PubMedQA,1.3771583608886833
Full PCG-MAS,PubMedQA,-0.439661270602333
Full PCG-MAS,PubMedQA,0.5946221182774472
Full PCG-MAS,PubMedQA,0.9406205131316046
Full PCG-MAS,PubMedQA,0.7678165960298009
Full PCG-MAS,PubMedQA,0.06365364922730077
Full PCG-MAS,PubMedQA,0.45910297105914266
Full PCG-MAS,PubMedQA,0.7441619506797326
Full PCG-MAS,PubMedQA,-0.1576101649013511
Full PCG-MAS,PubMedQA,0.4074523611719757
Full PCG-MAS,PubMedQA,-0.7460540488066054
Full PCG-MAS,PubMedQA,0.20911347062344016
Full PCG-MAS,PubMedQA,1.1542606486378897
Full PCG-MAS,PubMedQA,0.4986903487598884
Full PCG-MAS,PubMedQA,-0.10240243085933931
Full PCG-MAS,PubMedQA,0.49204770356898864
Full PCG-MAS,PubMedQA,1.204936322651076
Full PCG-MAS,PubMedQA,1.8814098641874082
Full PCG-MAS,PubMedQA,-0.6227188464503652
Full PCG-MAS,PubMedQA,0.7666871675086961
Full PCG-MAS,PubMedQA,0.5324845707778747
Full PCG-MAS,PubMedQA,-0.21381872872025048
Full PCG-MAS,PubMedQA,1.3654587661276405
Full PCG-MAS,PubMedQA,1.5375745136217518
Full PCG-MAS,PubMedQA,0.07041812188571162
Full PCG-MAS,PubMedQA,0.73567044064089
Full PCG-MAS,PubMedQA,-1.2031848591421281
Full PCG-MAS,PubMedQA,0.5554571477387776
Full PCG-MAS,PubMedQA,0.09890539037808277
Full PCG-MAS,PubMedQA,-0.10470501208339228
Full PCG-MAS,PubMedQA,0.8706586521021307
Full PCG-MAS,PubMedQA,0.4201066577958641
Full PCG-MAS,PubMedQA,1.6127833785320165
Full PCG-MAS,PubMedQA,-0.46523479167972653
Full PCG-MAS,PubMedQA,0.04339901095845172
Full PCG-MAS,PubMedQA,0.22340607031444237
Full PCG-MAS,PubMedQA,-1.1261394877837894
Full PCG-MAS,PubMedQA,1.2398339367716833
Full PCG-MAS,PubMedQA,0.7547805122941667
Full PCG-MAS,PubMedQA,1.0053631829526237
Full PCG-MAS,PubMedQA,0.3431859572926425
Full PCG-MAS,PubMedQA,1.1996288480186736
Full PCG-MAS,PubMedQA,1.1029959245950363
Full PCG-MAS,PubMedQA,1.3333542238126197
Full PCG-MAS,PubMedQA,-0.5489272567566732
Full PCG-MAS,PubMedQA,0.8171379020936369
Full PCG-MAS,PubMedQA,-0.1294080584957637
Full PCG-MAS,PubMedQA,-0.24065069226290464
Full PCG-MAS,PubMedQA,1.3119718846151023
Full PCG-MAS,PubMedQA,0.9146045777279481
Full PCG-MAS,PubMedQA,0.29289545159615965
Full PCG-MAS,PubMedQA,0.5272231922591331
Full PCG-MAS,PubMedQA,1.2712122115977984
Full PCG-MAS,PubMedQA,0.4918999560954708
Full PCG-MAS,PubMedQA,-0.3774026831343689
Full PCG-MAS,PubMedQA,1.4554696617377305
Full PCG-MAS,PubMedQA,0.3339701785220493
Full PCG-MAS,PubMedQA,-0.46435793434927836
Full PCG-MAS,PubMedQA,-0.04335007688524101
Full PCG-MAS,PubMedQA,-1.198865851801444
Full PCG-MAS,PubMedQA,-0.4205388605391391
Full PCG-MAS,PubMedQA,0.2774112987161856
Full PCG-MAS,TAT-QA,2.0569326219363577
Full PCG-MAS,TAT-QA,0.37720435487305426
Full PCG-MAS,TAT-QA,-0.6253756329625384
Full PCG-MAS,TAT-QA,1.025292335726226
Full PCG-MAS,TAT-QA,-0.39072259823769895
Full PCG-MAS,TAT-QA,-0.015428730828147663
Full PCG-MAS,TAT-QA,-0.8562644486579658
Full PCG-MAS,TAT-QA,-0.017244856471159697
Full PCG-MAS,TAT-QA,0.8686515435683708
Full PCG-MAS,TAT-QA,1.5269300777457104
Full PCG-MAS,TAT-QA,0.6010159479255806
Full PCG-MAS,TAT-QA,0.2659005783270715
Full PCG-MAS,TAT-QA,1.4371079327532472
Full PCG-MAS,TAT-QA,-1.3724449242812111
Full PCG-MAS,TAT-QA,0.999499341775401
Full PCG-MAS,TAT-QA,1.2627993056277758
Full PCG-MAS,TAT-QA,1.3955196392913198
Full PCG-MAS,TAT-QA,0.7730329293934153
Full PCG-MAS,TAT-QA,1.1174873514970374
Full PCG-MAS,TAT-QA,1.5164380666360822
Full PCG-MAS,TAT-QA,1.7608706913348915
Full PCG-MAS,TAT-QA,0.9856162727167392
Full PCG-MAS,TAT-QA,1.0437981955886968
Full PCG-MAS,TAT-QA,0.751985929774601
Full PCG-MAS,TAT-QA,0.5481973822760636
Full PCG-MAS,TAT-QA,0.7523664657968717
Full PCG-MAS,TAT-QA,1.2286081257550578
Full PCG-MAS,TAT-QA,0.4295595470982465
Full PCG-MAS,TAT-QA,0.13714542605357655
Full PCG-MAS,TAT-QA,0.4631493549217017
Full PCG-MAS,TAT-QA,0.7742677430686067
Full PCG-MAS,TAT-QA,0.7466437198583356
Full PCG-MAS,TAT-QA,0.6684883033895243
Full PCG-MAS,TAT-QA,1.0106319049859065
Full PCG-MAS,TAT-QA,0.5359331969815744
Full PCG-MAS,TAT-QA,1.4614008773327563
Full PCG-MAS,TAT-QA,-0.7502546798505758
Full PCG-MAS,TAT-QA,0.9169730152757806
Full PCG-MAS,TAT-QA,0.4255240160495189
Full PCG-MAS,TAT-QA,1.3545545605035079
Full PCG-MAS,TAT-QA,0.8673538972145685
Full PCG-MAS,TAT-QA,-0.40893570578842287
Full PCG-MAS,TAT-QA,-0.4978555301829277
Full PCG-MAS,TAT-QA,1.6508610330696774
Full PCG-MAS,TAT-QA,0.34106799851191305
Full PCG-MAS,TAT-QA,1.298919450693451
Full PCG-MAS,TAT-QA,-0.40647594930370734
Full PCG-MAS,TAT-QA,0.1386465947677713
Full PCG-MAS,TAT-QA,0.6096433222071386
Full PCG-MAS,TAT-QA,-0.5460833963061298
Full PCG-MAS,TAT-QA,0.5079381991105056
Full PCG-MAS,TAT-QA,1.378459287537387
Full PCG-MAS,TAT-QA,0.320878698258677
Full PCG-MAS,TAT-QA,0.8471320535296653
Full PCG-MAS,TAT-QA,0.050613244915866384
Full PCG-MAS,TAT-QA,0.12425295519873752
Full PCG-MAS,TAT-QA,1.4613961301259342
Full PCG-MAS,TAT-QA,0.9263811638326385
Full PCG-MAS,TAT-QA,0.2755289065579968
Full PCG-MAS,TAT-QA,0.9356410530030992
Full PCG-MAS,TAT-QA,-0.3426173175680519
Full PCG-MAS,TAT-QA,-0.4267983133591864
Full PCG-MAS,TAT-QA,-0.41329975046261214
Full PCG-MAS,TAT-QA,0.000396200636770927
Full PCG-MAS,TAT-QA,0.03841381560853807
Full PCG-MAS,TAT-QA,1.592702663938449
Full PCG-MAS,TAT-QA,0.02452303647825549
Full PCG-MAS,TAT-QA,-0.34653774926050307
Full PCG-MAS,TAT-QA,-0.7943495292264828
Full PCG-MAS,TAT-QA,1.2976463073962414
Full PCG-MAS,TAT-QA,0.7161699112217936
Full PCG-MAS,TAT-QA,1.244858717615776
Full PCG-MAS,TAT-QA,0.10284660806177948
Full PCG-MAS,TAT-QA,-0.3446777892983257
Full PCG-MAS,TAT-QA,-0.31221305743985717
Full PCG-MAS,TAT-QA,0.9191542289829647
Full PCG-MAS,TAT-QA,0.6822658645554334
Full PCG-MAS,TAT-QA,-0.6720779589747929
Full PCG-MAS,TAT-QA,0.3270299423642343
Full PCG-MAS,TAT-QA,-0.32857685592786523
Full PCG-MAS,TAT-QA,0.5165777765629358
Full PCG-MAS,TAT-QA,0.42680416492250595
Full PCG-MAS,TAT-QA,0.9452780542846309
Full PCG-MAS,TAT-QA,-0.7911820891667329
Full PCG-MAS,TAT-QA,0.43492092469918897
Full PCG-MAS,TAT-QA,0.6454272324146368
Full PCG-MAS,TAT-QA,0.017446090519085744
Full PCG-MAS,TAT-QA,-0.5565331793154766
Full PCG-MAS,TAT-QA,0.5573285254439204
Full PCG-MAS,TAT-QA,1.2223297286867616
Full PCG-MAS,TAT-QA,0.4748123039318217
Full PCG-MAS,TAT-QA,0.2777793083199166
Full PCG-MAS,TAT-QA,-1.2451842748633373
Full PCG-MAS,TAT-QA,0.39925152645778017
Full PCG-MAS,TAT-QA,0.8976707983896857
Full PCG-MAS,TAT-QA,1.1314864673582017
Full PCG-MAS,TAT-QA,0.43987789280152145
Full PCG-MAS,TAT-QA,-0.8288732450614069
Full PCG-MAS,TAT-QA,0.4046617417498307
Full PCG-MAS,TAT-QA,0.7675536360279216
Full PCG-MAS,TAT-QA,0.3635707618049862
Full PCG-MAS,TAT-QA,1.9900168615316471
Full PCG-MAS,TAT-QA,0.21749294994984383
Full PCG-MAS,TAT-QA,0.3992791297247148
Full PCG-MAS,TAT-QA,1.4895345026448783
Full PCG-MAS,TAT-QA,0.9761687205692482
Full PCG-MAS,TAT-QA,1.1611112666675376
Full PCG-MAS,TAT-QA,-0.372074608240212
Full PCG-MAS,TAT-QA,0.6737031372956119
Full PCG-MAS,TAT-QA,0.0572027887540657
Full PCG-MAS,TAT-QA,1.1504560372846737
Full PCG-MAS,TAT-QA,1.1602240984017729
Full PCG-MAS,TAT-QA,0.2214143320955262
Full PCG-MAS,TAT-QA,0.6411722481716056
Full PCG-MAS,TAT-QA,-0.2981992550058594
Full PCG-MAS,TAT-QA,0.1310451423903065
Full PCG-MAS,TAT-QA,1.1190655900097113
Full PCG-MAS,TAT-QA,-0.7424378843685566
Full PCG-MAS,TAT-QA,1.5052549871928183
Full PCG-MAS,TAT-QA,0.6227440202209512
Full PCG-MAS,2Wiki,-0.2975955482627831
Full PCG-MAS,2Wiki,0.6366546502499666
Full PCG-MAS,2Wiki,0.09548047196268439
Full PCG-MAS,2Wiki,0.9385306223207985
Full PCG-MAS,2Wiki,2.3480702135727025
Full PCG-MAS,2Wiki,-0.11975253736206115
Full PCG-MAS,2Wiki,1.2273488242635002
Full PCG-MAS,2Wiki,0.02195549532005514
Full PCG-MAS,2Wiki,0.059359940174383063
Full PCG-MAS,2Wiki,1.0203831780618602
Full PCG-MAS,2Wiki,0.36059086796403217
Full PCG-MAS,2Wiki,-0.4412985031126143
Full PCG-MAS,2Wiki,1.101807284420583
Full PCG-MAS,2Wiki,-0.36297764302321023
Full PCG-MAS,2Wiki,0.7484447967314869
Full PCG-MAS,2Wiki,0.28998955771906554
Full PCG-MAS,2Wiki,0.03491516292151042
Full PCG-MAS,2Wiki,1.3602509060646881
Full PCG-MAS,2Wiki,0.04007598476137819
Full PCG-MAS,2Wiki,1.4841526927829545
Full PCG-MAS,2Wiki,1.046058389905542
Full PCG-MAS,2Wiki,0.4819836099534831
Full PCG-MAS,2Wiki,-0.4551942117828226
Full PCG-MAS,2Wiki,0.3691693367147583
Full PCG-MAS,2Wiki,0.3482665275500491
Full PCG-MAS,2Wiki,1.2499243362751065
Full PCG-MAS,2Wiki,0.7548283640944476
Full PCG-MAS,2Wiki,1.4561516976727948
Full PCG-MAS,2Wiki,0.41284419902922853
Full PCG-MAS,2Wiki,-0.21623103499315277
Full PCG-MAS,2Wiki,-0.4306806840228815
Full PCG-MAS,2Wiki,1.4990056264040348
Full PCG-MAS,2Wiki,2.409502361516
Full PCG-MAS,2Wiki,0.5593111130372862
Full PCG-MAS,2Wiki,1.2624595744003888
Full PCG-MAS,2Wiki,0.8181207453716552
Full PCG-MAS,2Wiki,1.6264843606313102
Full PCG-MAS,2Wiki,0.1536675592855905
Full PCG-MAS,2Wiki,0.4066100272036026
Full PCG-MAS,2Wiki,0.8911317434604519
Full PCG-MAS,2Wiki,0.6282415485790039
Full PCG-MAS,2Wiki,1.2670371567421381
Full PCG-MAS,2Wiki,0.8792338123473933
Full PCG-MAS,2Wiki,0.5212191145336377
Full PCG-MAS,2Wiki,0.0796602502879622
Full PCG-MAS,2Wiki,0.706984167125078
Full PCG-MAS,2Wiki,0.6119588424421554
Full PCG-MAS,2Wiki,1.138756777132854
Full PCG-MAS,2Wiki,-0.4395020390147507
Full PCG-MAS,2Wiki,1.1683534282877064
Full PCG-MAS,2Wiki,-0.6783574096663022
Full PCG-MAS,2Wiki,1.1997354145370338
Full PCG-MAS,2Wiki,0.14893399791268763
Full PCG-MAS,2Wiki,0.009832312499062357
Full PCG-MAS,2Wiki,1.469836216998484
Full PCG-MAS,2Wiki,1.8183657109710416
Full PCG-MAS,2Wiki,1.2408192114804772
Full PCG-MAS,2Wiki,0.06258247755881896
Full PCG-MAS,2Wiki,0.2947726706944419
Full PCG-MAS,2Wiki,0.8337622605211252
Full PCG-MAS,2Wiki,0.7002896589956146
Full PCG-MAS,2Wiki,0.6815907158951758
Full PCG-MAS,2Wiki,-0.5045001323836106
Full PCG-MAS,2Wiki,0.9116123913632354
