model_id,dataset_id,observation_id,status,finish_reason,timestamp
gemini-3.1-flash-lite,bfcl_v1,bfcl_v1:simple_89,SUCCESS,tool_calls,NOT_CAPTURED
gemini-3.1-flash-lite,bfcl_v1,bfcl_v1:simple_95,SUCCESS,tool_calls,NOT_CAPTURED
gemini-3.1-flash-lite,fever,044e00c0c3890c174d407185be48c8b2,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,07608521542737c3c42a0604b590c1fd,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,107bebbdd19dc7310cf0f6d89c316cb1,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,18f2e7f282b727da282aef718bb5aeb3,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,3262a15b0a73a57738664d4a84181a05,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,36dce145d3b4c0f27a47184ef5dc4c68,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,3bf0343e3e9d0ddcf76e978fad3fbdc6,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,40dee27b7c7afcc479888394c1f32a25,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,43bda800acd929d0a0f3774c00f5613f,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,469931cec0cfaa66c043083fd011bd53,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,49ab6609565179c662b343da7f152dd5,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,4fbc80c5784202df6072e373818c581f,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,5097bb43f9f32c426fff2bd028570c59,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,52d508d7288b8c678db6f5fada6607b4,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,56701244cd5e29e1fccaf69e54516549,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,573b49e4a1b35b8f111de78b30c2fd73,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,57613958fd4917b3f1dd007e3ee2ca77,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,5d02be355f1cde26485349d7a51cb136,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,6525ac9b01d826e066963adc9faead8e,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,75b69c74cd08062aeebb23326d6d9879,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,8465c2034de85a7aea79c9342cc9ec5d,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,8b3013b62cd77e6832d45bae47c4bd89,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,9053e63c6044d819afd41191405a9fe1,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,93fd0f3775b7c6c069c3a2919906e5de,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,a047bfee5ba3786439f0c9b39907d169,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,a8e5225b6454a036918cc5fe89aed981,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,b03d551f9498b6b06cacda2c2fe22d9e,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,b8182754eb4410163c45b97ddb3b6de1,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,bab914e1073698bdeb7d4f076cca9b49,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,bd53bbd31a083a9da8902139f5ea74c2,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,c07e0d3807241c8f77304361b5431734,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,c8ca51d642f10ee0222353e07aaa7f72,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,c8d4f39c3199de5aa43cbffc0cbf9731,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,cf0cdf9bed3d132b0b639c36571b9fad,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,e3d6a422e086a8fea845ea355a9400a1,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,ee15fdb381af171a8b22db542036d46d,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,eebf922f4a5086d0b853f3f725ba7fc0,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,efa5ab22a935570def8602b99dc2dbc8,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,f10eb246976423f7adf5526acfa64038,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,fever,f4bac48eb8a03568a190ee8790f873f0,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5a7125b95542994082a3e5d5,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5a71717d5542994082a3e834,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5a7332935542991f9a20c67d,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5a733c925542991f9a20c6b7,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5a73b2cb55429908901be31a,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5a7571095542992d0ec05f97,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5a7577785542992d0ec05fa0,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5a764c0b55429976ec32bd89,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5a7a3a945542996a35c17147,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5a807ea1554299485f598624,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5a80840f554299485f59863b,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5a835478554299123d8c20ed,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5a872e8e5542991e7718170c,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5a8af28555429951533613b5,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5a8b78775542997f31a41d3d,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5a8e0a005542995085b373a1,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5a8f0a01554299458435d539,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5a90bd7b55429916514e7547,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5ab42b8955429942dd415ea6,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5ab8ee035542991b5579f04b,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5ab8f7535542991b5579f0a7,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5ab9d44255429939ce03dc36,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5abba4855542993f40c73b68,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5abf04ae5542993fe9a41dbf,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5ac19d4c55429963665198bb,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5ac240ef55429951e9e684ef,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5ac3165c5542995ef918c10a,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5ac3bab155429939154138fb,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5ac51a055542994611c8b390,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5adbd70c55429947ff173843,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5adc0c2b55429947ff1738db,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5adde3a45542997545bbbdc2,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5adeb95d5542992fa25da827,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5adf39ce5542995534e8c76d,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5adfc50355429942ec259b43,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5ae0a54e5542993d6555ebdd,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5ae0a59a55429945ae9593e2,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5ae2b770554299495565db0f,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5ae491155542995ad6573da3,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,hotpotqa,5ae694a15542991bbc976141,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:00c4cba1-f215-4132-a25f-5ffe07eefc3d,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:055d52f6-14e4-4bcd-9794-fcef2d308bc5,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:058c3589-8dff-42f2-8cd1-7d2bc1518c4b,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:18407b93-9c3c-4b03-b99e-37d5e6024787,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:3f3a01ed-5477-490a-83c4-8163f5baf59d,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:40da8e9e-3166-4a26-a38d-0988d28a5d3f,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:432f5f79-717d-4ed3-8d2e-689d456b0cb1,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:452f7778-5bbb-426c-8ced-dc8ba391f93c,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:4803233d-3903-457b-a342-0a130a603926,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:561d7434-b480-40e5-9210-63bf58abb647,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:5dbb49e4-6967-49da-bbb2-6722f3b3589e,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:5e44bffa-2fca-4260-9683-1a33e922821b,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:64bb0253-47b3-4488-a971-d15638a12048,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:69256047-1819-4deb-a826-34196557aa7d,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:6ab2d556-4861-4f59-9627-659bf8ce7e7a,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:731c288e-1984-4347-b519-4067b9d9389a,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:78f4f72b-eccb-4077-a181-93dbc0add207,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:7c449ec3-e561-429e-ae31-f4ce2a717051,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:7e4f97fa-03b3-45a0-ba93-ca1b93e892fc,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:85a6f355-6b4f-4fa8-9290-b17f0904d9c5,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:9343e526-9d45-4dc1-8bdd-84b61e119cac,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:93b1a840-7e4e-4300-8d4a-1bb5f931c0a7,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:9b42d8f6-813d-41c2-8f3c-d08e631ddc18,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:9bfeee6d-26ee-46af-9a65-40531a72c59b,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:a0ccad02-b8bf-4f0a-9b81-478fd7469288,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:a3d48a23-067e-4b93-8d7a-c0723c26aab3,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:a4290d7b-5a86-41a7-9be5-2b13127ba4cf,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:aae43de3-e15b-4054-b179-9d0f6be1dac0,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:aba4ec7d-5f1e-4a1c-b93e-f47249085225,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:b35fe3ca-8837-43eb-9211-42ddbf38657f,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:b82faa3c-f40b-45cb-9f2a-f36250b93e0e,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:c0eb12ea-844e-4497-86dd-1d30ed0a2fb5,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:c96f31bb-bc95-456e-b130-0761f184b1a2,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:c9e0cf26-1ee0-444a-9312-9b3c607a9764,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:ce59d078-a4cb-448b-b7df-7854efba0c25,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:d68e0dc9-2fa9-4550-b2cf-a45badaea0e9,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:ec55e43d-c06d-41a0-beee-92949dd9899c,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:ecb3adfb-fb33-43ec-8a00-15fb86781aa2,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:ed1c7bbb-d60a-4a2e-856d-cf5127bdf46a,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,mind2web,mind2web:f6b5b663-4b9a-4644-a8af-2e9416c17fc5,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,pubmedqa,10411439,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,pubmedqa,10966943,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,pubmedqa,11555508,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,pubmedqa,11838307,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,pubmedqa,12040336,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,pubmedqa,12095973,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,pubmedqa,12607120,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,pubmedqa,12805495,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,pubmedqa,15052394,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,pubmedqa,15065192,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,pubmedqa,16428354,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,pubmedqa,16510651,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,pubmedqa,17113061,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,pubmedqa,17279467,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,pubmedqa,17306983,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,pubmedqa,17355582,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,pubmedqa,17445978,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,pubmedqa,17483607,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,pubmedqa,18603989,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,pubmedqa,19156007,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,pubmedqa,19593710,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,pubmedqa,21228436,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,pubmedqa,22108230,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,pubmedqa,22266735,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,pubmedqa,22365295,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,pubmedqa,24160268,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,pubmedqa,24315783,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,pubmedqa,24995509,SUCCESS,stop,NOT_CAPTURED
gemini-3.1-flash-lite,pubmedqa,25186850,SUCCESS,stop,NOT_CAPTURED
